@RELATION	text2arff

@ATTRIBUTE	nerede_bulunur	STRING
@ATTRIBUTE	canli_cansiz	STRING
@ATTRIBUTE	ust_kavrami_nedir	STRING
@ATTRIBUTE	yaninda_neler_bulunur	STRING
@ATTRIBUTE	icinde_neler_bulunur	STRING
@ATTRIBUTE	hammaddesi_nedir	STRING
@ATTRIBUTE	ne_ise_yarar	STRING
@ATTRIBUTE	kim_kullanir	STRING
@ATTRIBUTE	sifatlari	STRING
@ATTRIBUTE	sekli_nasil	STRING
@ATTRIBUTE	hacmi	STRING
@ATTRIBUTE	agirlik	STRING
@ATTRIBUTE	rengi	STRING
@ATTRIBUTE	kim_ne_yapar	STRING
@ATTRIBUTE	kim_ne_ile_yapilir	STRING
@ATTRIBUTE	nasil_yapilir	STRING
@ATTRIBUTE	ney_kime_yapilir	STRING
@ATTRIBUTE	ney_kimi_yapilir	STRING
@ATTRIBUTE	nerede_yapilir	STRING
@ATTRIBUTE	fiziksel_zihinsel	STRING
@ATTRIBUTE	ne_olunca_yapilir	STRING
@ATTRIBUTE	yapinca_ne_olur	STRING
@ATTRIBUTE	nicin_yapilir	STRING
@ATTRIBUTE	class	{ag,agac,akbil,akordeon,akumulator,alci,altin,ambalaj,anahtar,antibiyotik,apartman,araba,arac,ari,arma,armut,arpa,artik,asansor,asetat,asfalt,asi,asit,aski,astar,atac,atki,atlet,atom,av,avize,ayak,ayakkabi,aygitlar,ayirac,ayna,azot,bacak,baharat,bakir,bakla,bal,balik,balsam,banknot,bant,banyo,barometre,baslik,basortusu,baston,batarya,benzin,beton,bez,biblo,bicak,bidon,bilet,bilgisayar,bina,bira,bisiklet,bluz,bor,bornoz,boru,boya,boynuz,brosur,bugday,buhar,bulasik,buldozer,bulgur,buro,burun,buz,buzdolabi,caki,cakmak,calgi,cam,camasir,canli,canta,catal,cati,cavdar,cay,cd,ceket,cekmece,cekyat,celik,cenaze,cep_telefonu,cephane,cerceve,cetvel,cevcere,ceviz,cicek,ciger,cihaz,cikartma,cikolata,cikrik,cila,cilt,cimento,cini,cinko,civa,civata,civi,cokelek,corap,cumle,cuval,daire,dal,damga,dantel,degirmen,demir,deniz,dergi,deri,deterjan,diken,dil,disci,dolap,domates,domuz,dugme,dunya,duvar,ecza,el,elbise,eldiven,elektrik,elektrik_anahtari,elektrik_sigortasi,elma,elmas,enzim,esarp,esya,et,etek,etiket,ev,fanila,fare,fayans,fermuar,fernuar,fici,fildisi,film,filtre,firin,fisek,fistik,florasan,fosil,fotograf,fotokopi,fren,gaz,gazete,gemi,giysi,gokdelen,gomlek,gomlem,goz,gozlem,gozluk,gubre,gumus,halat,halilar,hamur,harclar,harf,harita,hava,havlu,havuc,havuz,hayvan,heykel,hidrojen,hindistan,hoparlor,hormon,hortum,hucre,hurda,hurma,icecek,igne,ilac,inci,insaat,internet,ip,ipek,iplik,irmik,iskemle,islak_mendil,ispirto,izgara,jenerator,kablo,kabuk,kadife,kagit,kahve,kakao,kalay,kalem,kalemtras,kalorifer,kalp,kalsiyum,kamci,kamera,kamis,kamyon,kantar,kap,kapi,karabiber,karanfil,karbon,karin,karton,kartpostal,kartvizit,kase,kasik,katir,kaucuk,kavun,kayak,kayis,kazak,kazan,kece,keci,kemik,kepenk,kerpeten,kibrit,kil,kilit,kilot,kirec,kiremit,kitap,kitap_ayraci,klasor,klavye,klima,kol,kol_saati,koltuk,komur,kondansator,kornis,koyun,kravat,krom,kukurt,kul,kulak,kum,kumas,kumes,kurdelec,kure,kurk,kursun,kus,kutu,lahana,lamba,lastik,lavabo,lehim,lif,likor,lokomotif,losyon,macun,maden,magnezyum,makas,makine,mandal,manken,mantar,manto,margarin,marmelat,marul,masa,maske,mayo,mendil,merdane,mermer,mermi,metal,meyve,miknatis,mikrop,mikroskop,mineral,misir,mobilya,monitor,mont,motor,motorsiklet,mozaik,mum,murekkep,musamba,musluk,muz,muzik,nisasta,not_defteri,oda_spreyi,odun,oksijen,okuz,olta,omuz,org,orgu,ortu,ot,otobus,otomat,oyuncak,pacavra,palet,pamuk,pancar,pano,pantalon,pantolon,papyon,para,parasut,parfum,parke,parmak,parmaklik,patates,patlayici,pecete,pencere,perde,peruk,petrol,peynir,pijama,pil,pipo,pirasa,pirinc,piyano,plaka,plastik,pompa,porselen,poster,profil,projeksiyon,pudra,pul,puro,puro2,,pusula,radar,radyo,raki,ray,recel,resim,rezistans,romork,saat,sabun,sac,sakal,sakatat,sakiz,salatalik,salgam,saman,sandalye,sapka,sarap,savas,sayac,sebze,sehpa,seker,sekerleme,seluloz,semsiye,sepet,seramik,serum,sicim,sigara,sira,sirke,sirt_cantasi,site,siva,siyanur,soba,sofben,sogan,somun,somya,sos,sosis,soya,sozcuk,sozluk,spor,su,su_isiticisi,sunger,supurge,surahi,susleme,sut,tabak,tabanca,tabela,tablo,tahil,tahta,takvim,talas,tank,tarak,tarcin,tas,tavuk,tayt,tebesir,tekne,tel,televizyon,telsiz,tencere,terazi,tereyagi,terlik,termometre,testere,testi,tirmik,tirnak,tohum,toka,toplanti_masasi,toprak,torba,tornavida,toz,traktor,tugla,tul,tup,tutun,tuval,tuy,tuz,tuzluk,un,uzaktan_kumanda,uzum,vagon,vanilya,varil,vazo,vernik,vida,video,vinc,vitamin,yag,yakit,yangin,yapi,yapistirici,yaprak,yastik,yatak,yay,yayin,yazici,yelek,yiyecek,yogurt,yol,yonca,yosun,yumurta,yun,yuzuk,zamk,zehir,zeytinyagi,zimba,zimpara,zincir}

@DATA
"ev  ofis  okul","cansiz","alet","masa","kumas","kumas","korumak","herkes","kalin  ince  desenli","kare  dikdortgen","","90 gr","","","","","","","","","","","",ortu
"her yerde olabilir","cansiz","","","","","sermek","insanlar","uzun","","","","beyaz","","","","","","","","","","",ortu
"","cansiz","bitki","cicek","","hucre","","herkes","","","","","yesil","","","","","","","","","","",ot
"doga","cansiz","bitki","cimen toprak","cimen toprak","doga","yemek","herkes","yumusak","","1 m3","10","renkli","","","","","","","","","","",ot
"hali saha  sahil","cansiz","bitki","insan  hayvan","su","","fotosentez","","kisa  uzun  yesil","","","","yesil","","","","","","","","","","",ot
"yol","cansiz","arac","araba","yolcu","metal","","insanlar","hizli","","","","","","","","","","","","","","",otobus
"trafik","cansiz","alet","yolcular terminal","yolcular terminal","metal","ulasim","herkes","sert","","10 m3","100","beyaz","","","","","","","","","","",otobus
"yol","cansiz","ulasim araci","yolcu","yolcu  insan  hayvan","demir  elektronik aksam","toplu ulasim saglar","insanlar","hizli dolu","dikdortgen prizma","","","sari  mor","","","","","","","","","","",otobus
"okul","cansiz","makine","icecek","icecek","metal","","insanlar","","","","","","","","","","","","","","","",otomat
"magaza","cansiz","alet","atistirmalik","atistirmalik","metal","yemek","herkes","sert","","5 m3","50","renkli","","","","","","","","","","",otomat
"nerede bulunur? ","canli/cansiz","ust kavrami nedir?","yaninda neler bulunur?","icinde neler bulunur?","hammaddesi nedir?","ne ise yarar","kim kullanir","sifatlari","sekli nasil?","hacmi cm3/m3","agirlik gr/kg","rengi","","","","","","","","","","",otomat
"okul  universite","cansiz","alet","fis","su  kurabiye  atistirmalik","demir  elektronik aksam","yiyecek  icecek erisimi saglar","insanlar","hizli  yavas","dikdortgen prizma","","","siyah","","","","","","","","","","",otomat
"dukkan","cansiz","nesne","kitap","","plastik","cocuklarin oyalanmasi ve eglenmesini saglar","cocuk bebek","kirmizi  komik yumusak","ucgen kare dikdortgen","","","","","","","","","","","","","",oyuncak
"kres  ev oyun allani","cansiz","alet","cocuk","pamuk","plastik  metal","eglenmek","cocuk","pelus","","10 cm3","120 gr","","","","","","","","","","","",oyuncak
"","","","","","","","","","","","","","","","","","","","","","","",oyuncak
"ev doga","cansiz","nesne","","","bez","","insan","kirli","duz","","50 gr","","","","","","","","","","","",pacavra
"kiyafet","cansiz","alet","giysi","kumas","kumas","yama yapmak","herkes","yirtik","","","110 gr","","","","","","","","","","","",pacavra
"her yerde olabilir","cansiz","","","","","","","kisa uzun","","","","beyaz","","","","","","","","","","",pacavra
"kirtasiye","cansiz","alet","boya","","plastik","boya ayirmaya","boyaci  sanatci","temiz","yuvarlak","","2 kg","beyaz","","","","","","","","","","",palet
"kis oteli","cansiz","nesne","kar","","plastik  metal  karbonfiber","","herkes","","silindir","15 cm3","2 kg","","","","","","","","","","","",palet
"","cansiz","","masa","","","cizmek","insanlar","buyuk","","","","beyaz ","","","","","","","","","","",palet
"doga","cansiz","bitki","","","pamuk","kiyafet yapmaya","insan","yumusak","yuvarlak","","","beyaz","","","","","","","","","","",pamuk
"bahce  tarla","cansiz","bitki","kiyafet","","lif","kiyafet yapmak","herkes","","yuvarlak","2 cm3","15 gr","beyaz","","","","","","","","","","",pamuk
"","","","","","","","","","","","","","","","","","","","","","","",pamuk
"doga","cansiz","bitki","","seker","","besin olarak tuketilmeye yarar","insan","sert sekerli","yuvarlak","","50 gr","kirmizi","","","","","","","","","","",pancar
"bahce  tarla","canli","bitki","seker","","su  nisasta","yemek yapmak","herkes","kirmizi","","7 cm3","30 gr","kirmizi","","","","","","","","","","",pancar
"her yerde olabilir","cansiz","","","","","yemek","insanlar","uzun","","","","pembe","","","","","","","","","","",pancar
"ev","cansiz","alet","raptiye","","plastik","hatirlatici notlar tutmayi saglar","insan ogrenci","sert","dikdortgen","","500 gr","","","","","","","","","","","",pano
"duvar","cansiz","giysi","duvar","resim  not","mantar  plastik  tahta","aski asmak","herkes","","kare  dikdortgen","","170 gr","","","","","","","","","","","",pano
"her yerde olabilir","cansiz ","","","","","asmak","insanlar","","","","","belli degil","","","","","","","","","","",pano
"butik dukkan","cansiz","giysi","gomlek","","pamuk keten","fiziki etkilere karsi koruma saglar","insan","uzun kisa","","","300 gr","","","","","","","","","","","",pantalon
"insan bedeni","cansiz","giysi","gomlek","astar","kumas  kot","giyinmek","herkes","kot  kumas  keten","","","150 gr","","","","","","","","","","","",pantalon
"her yerde olabilir","cansiz","","","","","asmak","insanlar","","","","","belli degil","","","","","","","","","","",pantalon
"butik dukkan","cansiz","giysi","gomlek","","pamuk keten","fiziki etkilere karsi koruma saglar","insan","uzun kisa","","","300 gr","","","","","","","","","","","",pantolon
"insan bedeni","cansiz","giysi","gomlek","astar","kot","giyinmek","herkes","kot  kumas  keten","","","150 gr","","","","","","","","","","","",pantolon
"her yerde olabilir","cansiz","","","","","giymek","insanlar","hos","","","","belli degil","","","","","","","","","","",pantolon
"dukkan","cansiz","aksesuar","gomlek","","kumas","sik gozukmeyi saglar","erkekler","guzel sik","yan yana ucgen","","30 gr","siyah","","","","","","","","","","",papyon
"gomlek yakasi","cansiz","giysi","smokin","","kumas","yaka sabitlemek","erkekler","","","","3 gr","siyah  kahverengi","","","","","","","","","","",papyon
"her yerde olabilir","cansiz ","","","","","harcamak","insanlar","buyuk kucuk","","","","yesil","","","","","","","","","","",papyon
"banka","cansiz","kagit","","","kagit","alisveris yapmaya","insan","","dikdortgen","","1 gr","yesil kirmizi mavi","","","","","","","","","","",para
"banka  cuzdan  kasa","cansiz","alet","alisveris","","kagit","satin almak","herkes","eksik  fazla","dikdortgen  yuvarlak","","","","","","","","","","","","","",para
"her yerde olabilir","cansiz","","","","","suzulmek","insansar","","","","","belli degil","","","","","","","","","","",para
"hava","cansiz","tasit","parasut hocasi","halat","kumas","havada suzulmeye","insan","renkli","ucgen","","1 kg","","","","","","","","","","","",parasut
"canta","cansiz","alet","komando","","iplik","dususu yavaslatmak","asker  sporcu","","","1 m3","300 gr","","","","","","","","","","","",parasut
"her yerde olabilir","cansiz","","","","","surmek","insanlar","guzel ","","","","belli degil","","","","","","","","","","",parasut
"kozmetik urun satan yerlerde","cansiz","kozmetik urun","","kimyasal madde","yag","temiz ve farkli kokmaya yarar","insan","cicekli odunsu kalici tatli","sivi","","50 gr","seffaf","","","","","","","","","","",parfum
"magaza  duty free","cansiz","aksesuar","koku","","alkol  esans","koku vermek","herkes","","","","","","","","","","","","","","","",parfum
"her yerde olabilir","cansiz","","","","","suzulmek","insansar","","","","","belli degil","","","","","","","","","","",parfum
"ev dukkan","cansiz","doseme","","tahta","ahsap"," engebeli yuzeylerden soguktan korumak ve yer tabanini kaplamak icin kullanilir","insan","saglam su gecirmez","dikdortgen","","100 gr","","","","","","","","","","","",parke
"mutfak  banyo","cansiz","nesne","mutfak","","mermer  cam","kaplamak","herkes","ahsap","kare  dikdortgen","","20 gr","","","","","","","","","","","",parke
"her yerde olabilir","cansiz","","","","","surmek","insanlar","guzel ","","","","belli degil","","","","","","","","","","",parke
"el","cansiz","organ","","kan sinir","et","tutma hissetme gibi faaliyetleri yapmaya yarar","insan","tombik zarif","uzun kisa ince kalin","","","","","","","","","","","","","",parmak
"el","cansiz","uzuv","el  ayak","","deri  kemik","tutmak","herkes","orta  bas  ince","","3 cm3","","ten rengi","","","","","","","","","","",parmak
"her yerde olabilir","cansiz","","","","","suzulmek","insansar","","","","","belli degil","","","","","","","","","","",parmak
"hapishane","cansiz","hapishane","bos bir alan","","demir","korunak saglar","insan","","yuvarlak ve uzun","","","siyah","","","","","","","","","","",parmaklik
"hapishane  hucre","cansiz","nesne","hapis","","demir","korumak","polis   asker  hastane","demir","silindir","7 cm3","1 kg","","","","","","","","","","","",parmaklik
"her yerde olabilir","cansiz","","","","","surmek","insanlar","guzel ","","","","belli degil","","","","","","","","","","",parmaklik
"market pazar","cansiz","bitki","","","nisasta","besin olarak tuketilmeye yarar","insan","tatli","yuvarlak","","","kahverengi","","","","","","","","","","",patates
"tarla  bahce","canli","bitki","cips  kizartma","","nisasta  protein","yiyecek yapmak","herkes","tatli  kizartmalik","","4 cm3","27 gr","sari","","","","","","","","","","",patates
"her yerde olabilir","cansiz","","","","","yemek","insansar","lezzetli","","","","belli degil","","","","","","","","","","",patates
"silah fabrikasi","cansiz","tehlikeli madde","","kablo","gaz","buyuk sesli zarar verir","terorist silah-bomba ureticisi","yikici","","","","","","","","","","","","","","",patlayici
"bomba","cansiz","nesne","madde","","c4","imha etmek","herkes","","","15 cm3","","","","","","","","","","","","",patlayici
"her yerde olabilir","cansiz","","","","","patlamak","insanlar","korkunc","","","","belli degil","","","","","","","","","","",patlayici
"market","cansiz","temizlik nesnesi","","kagit","agac","temiz olunmayi saglar","insan","saglam yirtik","kare","","","","","","","","","","","","","",pecete
"restoran  bufe  yemekhane","cansiz","alet","kuru  islak","","agac","kurulamak","herkes","kagit","kare  dikdortgen  yuvarlak","","","beyaz","","","","","","","","","","",pecete
"her yerde olabilir","cansiz","","","","","camlar","insanlar","guzel ","","","","belli degil","","","","","","","","","","",pecete
"ev","cansiz","ev esyasi","kalorifer","cam","cam plastik","dis mekanin gorunmesini saglar","insan","buyuk kucuk","dikdortgen","","","saydam","","","","","","","","","","",pencere
"ev  araba  ofis","cansiz","aparat","acik  kapali","cam","plastik  metal","isi yalitimi","herkes","","kare  dikdortgen","20 cm3","1 gr","","","","","","","","","","","",pencere
"her yerde olabilir","cansiz","","","","","asmak ","insanlar","","","","","beyaz","","","","","","","","","","",pencere
"dukkan","cansiz","tul","kalorifer","pamuk","pamuk","disaridaki alandan icerinin gorunmesini engeller","insan","desenli duz","uzun kisa","","","beyaz","","","","","","","","","","",perde
"pencere","cansiz","alet","acik  kapali","","kumas","isik yalitimi","herkes","stor","kare  dikdortgen","2 m3","3 kg","","","","","","","","","","","",perde
"her yerde olabilir","cansiz","","","","","asmak ","insanlar","","","","","beyaz","","","","","","","","","","",perde
"kuafor","cansiz","sac","yapistirici","","sac","farkli amaclarla kullanilmak icin sac yerine kullanilir","insan","kivircik duz","uzun kisa","","","sari siyah kahverengi kizil","","","","","","","","","","",peruk
"insan kafasi","cansiz","aksesuar","sac  takma","sac kili","iplik","sac ikame etmek","kel","","","","","siyah  sari  kizil","","","","","","","","","","",peruk
"her yerde olabilir","cansiz","","","","","giymek","insanlar","komik","","","","fark etmez ","","","","","","","","","","",peruk
"benzin istasyonu","cansiz","akaryakit","","","petrol","otomobilleri hareket ettirmeye yarar","insan","","sivi","","","siyah","","","","","","","","","","",petrol
"yeralti  rafineri","cansiz","madde","urun  benzin  akaryakit","","komur","yakit uretmek","fabrika","","","","","yesil","","","","","","","","","","",petrol
"her yerde olabilir","cansiz","","","","","","insanlar","akiskan","","","","siyah","","","","","","","","","","",petrol
"market buzdolabi","cansiz","sut urunleri ","zeytin ekmek","sut tuz","maya","kemik gelisimini saglar","insan","lezzetli ","genellikle kup","","","beyaz","","","","","","","","","","",peynir
"market  ev  mandira","cansiz","yiyecek","ekmek  sut  beyaz","","sut","beslenme ihtiyacini karsilamak","herkes","beyaz  tulum  kuflu","","","2 kg","beyaz","","","","","","","","","","",peynir
"her yerde olabilir","cansiz","","","","","yemek","insanlar","uzun","","","","pembe","","","","","","","","","","",peynir
"dukkan gardrop","cansiz","giysi","uyku (goz) bandi","","kumas","uyku oncesi temiz giyinme amaciyla giyilir","insan","yumusak  guzel","","","","pembe","","","","","","","","","","",pijama
"magaza  dolap","cansiz","giysi","giymek","","kumas","giyinmek","herkes","","","","","","","","","","","","","","","",pijama
"her yerde olabilir","cansiz","","","","","asmak","insanlar","","","","","belli degil","","","","","","","","","","",pijama
"market","cansiz","enerji aleti","","","lityum","sikistirilmis enerjiyi saklar ve aktarir","insan","dayanakli","kalin ve yuvarlak","","","siyah","","","","","","","","","","",pil
"telefon  laptop  fener","cansiz","aparat","omur  kapasite","","lityum","enerji saglamak","herkes","kalem  kalin","silindir","3 cm3","5 gr","","","","","","","","","","","",pil
"her yerde olabilir","cansiz","","","","","giymek","insanlar","hos","","","","belli degil","","","","","","","","","","",pil
"tutun saticisi","cansiz","sigara","agizlik","tutun","nikotin","nikotin ihtiyacini saglamak icin","bagimlilar","dumanli","kepce gibi","","","kahverengi","","","","","","","","","","",pipo
"tekel","cansiz","aparat","tutun","tutun","ahsap","","tutun kullanan","","","4 cm3","35 gr","","","","","","","","","","","",pipo
"her yerde olabilir","cansiz","","","","","harcamak","insanlar","buyuk kucuk","","","","yesil","","","","","","","","","","",pipo
"market pazar","cansiz","sebze","diger sebzeler","","","insanlarin beslenmesini saglar","insan","lezzetli  pismis","uzun ince","","","yesil","","","","","","","","","","",pirasa
"arazi  tarla","canli","bitki","","","","yiyecek yapmak","herkes","yesil","","","70 gr","yesil","","","","","","","","","","",pirasa
"her yerde olabilir","cansiz","","","","","asmak","insanlar","","","","","belli degil","","","","","","","","","","",pirasa
"market mutfak","cansiz","bakliyat ","mercimek bulgur gibi diger baklagiller","nisasta","bugday","yemeklik","mutfakla ugrasan insanlar","baldo","taneli ve kucuk","","","beyaz","","","","","","","","","","",pirinc
"tarla  bahce","cansiz","bitki","pilav","","nisasta  protein","yiyecek yapmak","herkes","beyaz  esmer","","","","beyaz","","","","","","","","","","",pirinc
"her yerde olabilir","cansiz","","","","","giymek","insansar","","","","","belli degil","","","","","","","","","","",pirinc
"muzik atolyelerinde","cansiz","ensturman","nota kitabi","tuslari","tahta plastik","muzik dinlemek icin kullanir","sanatcilar","buyuk ","4 bacakli masa benzeri","","","genellikle siyah","","","","","","","","","","",piyano
"muzik market  ev  ofis","cansiz","alet","kuyruklu  duvar","tus","kemik  plastik  ahsap","muzik calmak","muzisyen","kuyruklu  elektronik","","3 m3","70 kg","siyah  beyaz","","","","","","","","","","",piyano
"her yerde olabilir","cansiz","","","","","calmak","insanlar","guzel ","","","","belli degil","","","","","","","","","","",piyano
"tasitlarin onunde ve arkasinda","cansiz ","trafik aleti","yaninda far ustunde kaput","sayilar harfler","plastik","tasitlarin taninmasi icin kullanilir","suruculer","resmi","dikdortgen","","","siyah beyaz mavi","","","","","","","","","","",plaka
"araba  motosiklet  kamyon  tir","cansiz","aparat","araba  motor  sahte","yazi  numara  bandrol","plastik","arac saptamak","surucu","demir  agac","kare  dikdortgen","","","","","","","","","","","","","",plaka
"her yerde olabilir","cansiz","","","","","suzulmek","insansar","","","","","belli degil","","","","","","","","","","",plaka
"sanayi","cansiz","madde","","","plastik","bircok maddeye hammadde saglar","insan","dayanikli","","","","","","","","","","","","","","",plastik
"fabrika","cansiz","nesne","kap  madde","","petrol","arac gerec uretmek","herkes","","","","","","","","","","","","","","","",plastik
"her yerde olabilir","cansiz","","","","","surmek","insanlar","guzel ","","","","belli degil","","","","","","","","","","",plastik
"istasyon","cansiz","alet","benzin petrol","benzin","plastik","araca yakit yukleme yapmaya yarar","on saha gorevlisi","damlatmayan","","","","siyah","","","","","","","","","","",pompa
"benzin istasyonu","cansiz","alet","benzin mazot","","kablo  hortum","sivi aktarmak","herkes","","","","","","","","","","","","","","","",pompa
"her yerde olabilir","cansiz","","","","","hava basmak","insansar","","","","","belli degil","","","","","","","","","","",pompa
"mutfak dukkan","cansiz","seramik","catal kasik","","kil","yeme  icme islevlerini yerine getirmek icin","insan","saglam","yuvarlak","","","","","","","","","","","","","",porselen
"masa ustu  dolap ustu","cansiz","esya","kavanoz","","cam","arac gerec uretmek","herkes","beyaz","","30 cm3","","","","","","","","","","","","",porselen
"her yerde olabilir","cansiz","","","","","surmek","insanlar","guzel ","","","","belli degil","","","","","","","","","","",porselen
"dergi","cansiz","kagit","duvar","unlu fotografi","kagit","duvara sevilen gorselleri tutmaya yarar","insan","guzel","","","","","","","","","","","","","","",poster
"duvar","cansiz","esya","","resim","kagit","reklam yapmak","herkes","","kare  dikdortgen","","","","","","","","","","","","","",poster
"her yerde olabilir","cansiz","","","","","yemek","insansar","lezzetli","","","","belli degil","","","","","","","","","","",poster
"resmi evraklarda","cansiz","cv","resim","","kagit gorsel","tanitim yapmaya yarar","insan","net","","","","","","","","","","","","","","",profil
"sosyal medya platformlari","cansiz","","fotograf","","","","herkes","","","","","","","","","","","","","","","",profil
"her yerde olabilir","cansiz","","","","","gostermek","insanlar","korkunc","","","","belli degil","","","","","","","","","","",profil
"okul is yeri","cansiz","teknolojik aletler","fis","sensor","","duvara perdeye istenilen gorseli yansitmaya yarar","ogretmen","","kare","","","","","","","","","","","","","",projeksiyon
"toplanti salonu  sinama","cansiz","alet","perde","islemci  mercek","islemci  mercak","goruntu yansitmak","herkes","","","30 cm3","2 kg","","","","","","","","","","","",projeksiyon
"her yerde olabilir","cansiz","","","","","gostermek","insanlar","guzel ","","","","belli degil","","","","","","","","","","",projeksiyon
"kozmetik dukkanlari","cansiz","makyaj malzemesi","tavana tutunmasi icin tutmac","sikistirilmis parcaciklar","nisasta","gozenekleri kapatmaya mat goruntu saglamaya yarar","kadinlar","mat parlak","yuvarlak","","","ten rengi","","","","","","","","","","",pudra
"eczane","cansiz","","seker","","","","herkes","","","","","beyaz","","","","","","","","","","",pudra
"her yerde olabilir","cansiz","","","","","asmak ","insanlar","","","","","beyaz","","","","","","","","","","",pudra
"kirtasiye","cansiz","sus","yapistirici","","plastik","suslemek icin kullanilir","insan","pariltili","yuvarlak","","","kirmizi sari pembe yesil","","","","","","","","","","",pul
"postahane","cansiz","esya","posta","resim","kagit","dekorasyon","herkes","","kare  dikdortgen","","","","","","","","","","","","","",pul
"her yerde olabilir","cansiz","","","","","asmak ","insanlar","","","","","beyaz","","","","","","","","","","",pul
"tutun saticisi","cansiz","tutun","cakmak","tutun","tutun","nikotin ihtiyacini saglamak icin","insan","kesici","silindirik","","","koyu kahverengi","","","","","","","","","","",puro
"tekel  duty free","cansiz","","kuba","tutun","tutun yapragi","","tutun kullanan","kisa  kalin","silindir","4 cm3","15 gr","","","","","","","","","","","",puro
"her yerde olabilir","cansiz","","","","","giymek","insanlar","komik","","","","fark etmez ","","","","","","","","","","",puro,
"kirtasiye","cansiz","alet","tutmak icin aski","ibre ve yonler","cam","yon bulmak icin kullanilir","doga yuruyusculeri","cep boy","daire","","","ici beyaz ibresi siyah ve kirmizi","","","","","","","","","","",pusula
"askeriye  kamp","cansiz","alet","kuzey  guney  dogu  bati","yazi  gosterge","","yon gostermek","herkes","","","","70 gr","","","","","","","","","","","",pusula
"her yerde olabilir","cansiz","","","","","yon bulmak","insanlar","akiskan","","","","siyah","","","","","","","","","","",pusula
"otoban","cansiz","alet","mobese","sinyal algilayicilar","sensor","hiz sinirini asanlari tespit eder","polisler","calisan bozuk","dortgen","","","","","","","","","","","","","",radar
"otoban  ucak","cansiz","aparat","hiz","","islemci  alici  verici","hareketli nesneleri saptamak","polis   asker  pilot","","","","","","","","","","","","","","","",radar
